date,product_id,sales_quantity
2022-04-07,1,52
2022-10-11,3,16
2022-11-13,2,99
2022-10-31,2,38
2022-05-27,9,53
2022-01-04,8,87
2022-02-04,1,77
2022-07-11,4,97
2022-02-18,1,93
2022-01-17,1,53
2022-06-21,4,46
2022-08-08,2,98
2022-06-07,3,98
2022-02-15,9,91
2022-01-06,2,15
2022-04-09,4,59
2022-08-21,1,50
2022-02-06,2,9
2022-10-07,5,26
2022-12-15,10,3
2022-10-29,1,100
2022-06-30,7,47
2022-04-05,4,5
2022-04-09,6,62
2022-07-07,8,84
2022-04-26,6,84
2022-07-10,2,5
2022-09-10,1,10
2022-06-10,8,80
2022-09-13,8,63
2022-11-19,9,25
2022-05-08,6,44
2022-01-18,1,25
2022-10-08,9,30
2022-08-11,3,14
2022-02-23,6,86
2022-02-27,10,43
2022-11-19,10,28
2022-12-26,9,94
2022-06-23,3,19
2022-10-07,5,42
2022-04-24,5,20
2022-10-15,10,99
2022-12-08,7,86
2022-05-31,4,79
2022-05-07,4,11
2022-06-04,7,54
2022-09-30,9,98
2022-04-14,4,24
2022-10-26,4,70
2022-09-03,6,17
2022-06-25,6,28
2022-02-08,7,50
2022-06-19,1,95
2022-09-04,3,100
2022-01-26,9,55
2022-12-21,6,73
2022-11-02,6,10
2022-01-13,5,21
2022-11-12,3,58
2022-11-09,5,34
2022-02-05,1,95
2022-06-22,3,93
2022-01-20,4,43
2022-11-17,5,11
2022-09-21,10,33
2022-05-22,9,58
2022-05-23,4,46
2022-04-02,3,61
2022-12-20,10,62
2022-11-18,1,1
2022-10-15,10,21
2022-08-03,6,62
2022-12-08,7,64
2022-02-20,10,87
2022-06-02,8,73
2022-07-05,1,56
2022-03-04,4,1
2022-07-09,5,21
2022-05-05,2,22
2022-05-30,1,54
2022-11-10,8,4
2022-02-27,6,65
2022-12-08,5,51
2022-11-01,9,74
2022-06-29,2,63
2022-06-19,10,15
2022-11-22,8,36
2022-09-28,10,29
2022-02-23,9,52
2022-04-11,1,46
2022-09-21,7,69
2022-02-22,8,29
2022-03-01,3,47
2022-04-18,4,91
2022-01-05,3,25
2022-04-13,7,80
2022-07-15,9,16
2022-09-19,3,100
2022-12-31,6,89
2022-12-16,8,41
2022-02-16,6,65
2022-12-21,2,69
2022-11-07,7,20
2022-11-04,2,69
2022-05-24,2,36
2022-09-26,2,93
2022-05-04,1,98
2022-04-16,1,58
2022-06-07,7,48
2022-05-27,5,82
2022-05-25,3,2
2022-04-30,1,80
2022-11-15,10,29
2022-10-02,6,97
2022-04-02,1,16
2022-02-27,9,35
2022-12-12,2,62
2022-08-17,1,81
2022-04-27,7,4
2022-11-14,6,68
2022-10-06,6,51
2022-05-07,5,89
2022-05-09,4,33
2022-02-27,4,78
2022-05-02,3,24
2022-01-01,10,75
2022-08-27,8,25
2022-10-17,7,28
2022-04-06,9,7
2022-05-06,1,36
2022-04-28,7,10
2022-02-17,10,36
2022-03-30,4,95
2022-08-25,7,83
2022-09-29,1,18
2022-07-08,5,6
2022-07-11,3,92
2022-03-10,5,7
2022-10-05,4,12
2022-12-15,2,41
2022-09-04,4,63
2022-03-17,3,98
2022-06-03,1,25
2022-05-24,10,81
2022-03-27,8,53
2022-07-04,5,33
2022-10-12,4,87
2022-08-08,10,73
2022-03-10,5,6
2022-02-16,4,62
2022-04-04,3,66
2022-08-26,5,9
2022-07-23,4,67
2022-08-06,1,16
2022-12-07,3,89
2022-02-08,10,88
2022-04-10,10,93
2022-10-16,8,55
2022-09-11,7,40
2022-08-10,2,26
2022-12-23,1,38
2022-01-23,3,35
2022-09-07,5,87
2022-01-10,10,68
2022-09-03,1,59
2022-11-21,3,14
2022-04-10,3,47
2022-10-17,5,71
2022-06-29,3,72
2022-08-11,9,42
2022-09-07,1,51
2022-05-27,4,19
2022-04-06,10,66
2022-09-14,10,47
2022-11-21,4,65
2022-01-04,1,42
2022-01-16,2,38
2022-10-07,1,13
2022-12-02,6,44
2022-09-04,3,24
2022-09-15,7,96
2022-06-09,5,30
2022-12-06,9,70
2022-06-01,7,38
2022-06-27,4,97
2022-06-12,5,23
2022-02-02,5,74
2022-06-28,5,57
2022-04-11,10,79
2022-09-25,9,23
2022-11-19,10,36
2022-03-06,3,57
2022-06-17,6,1
2022-11-26,8,72
2022-02-12,9,3
2022-02-13,7,14
2022-10-12,3,81
2022-01-12,1,34
2022-04-05,4,70
2022-10-29,6,69
2022-09-10,3,51
2022-08-30,1,29
2022-02-04,6,99
2022-08-03,1,82
2022-12-03,9,48
2022-03-31,1,94
2022-09-21,6,79
2022-04-03,1,79
2022-03-31,7,16
2022-04-25,3,57
2022-04-15,6,97
2022-07-15,7,10
2022-11-10,1,19
2022-04-24,1,67
2022-03-16,5,36
2022-08-05,6,4
2022-10-04,9,75
2022-09-06,1,33
2022-06-13,4,28
2022-12-23,10,96
2022-07-11,8,80
2022-08-15,10,9
2022-06-26,9,75
2022-04-09,3,6
2022-02-05,2,49
2022-04-06,4,91
2022-06-01,2,76
2022-05-31,1,22
2022-07-09,3,48
2022-08-12,7,21
2022-02-06,1,33
2022-09-25,2,81
2022-07-02,1,56
2022-01-13,8,29
2022-10-06,5,53
2022-08-05,8,40
2022-12-21,3,74
2022-12-27,7,18
2022-10-13,8,47
2022-09-30,6,13
2022-03-03,7,27
2022-03-25,2,62
2022-08-05,8,74
2022-12-08,5,96
2022-07-06,7,45
2022-01-19,1,3
2022-06-26,5,22
2022-04-10,1,27
2022-08-21,8,55
2022-03-17,4,67
2022-09-22,4,33
2022-10-11,2,2
2022-07-25,5,75
2022-08-11,1,46
2022-02-21,9,74
2022-12-05,5,33
2022-05-24,6,58
2022-03-10,2,7
2022-04-09,10,15
2022-01-25,10,26
2022-02-22,1,11
2022-05-31,4,38
2022-05-24,7,27
2022-02-26,6,7
2022-02-08,10,1
2022-04-19,1,74
2022-06-30,1,21
2022-02-11,8,79
2022-07-05,4,30
2022-08-11,5,94
2022-05-02,7,8
2022-05-13,8,88
2022-06-12,10,83
2022-08-03,7,3
2022-08-09,2,55
2022-08-23,4,15
2022-11-27,10,36
2022-05-26,1,6
2022-08-27,10,42
2022-03-17,9,50
2022-01-09,3,18
2022-03-15,3,83
2022-09-10,10,50
2022-08-18,9,30
2022-01-07,10,77
2022-06-23,3,39
2022-05-21,8,12
2022-06-17,2,98
2022-06-19,3,59
2022-10-10,2,76
2022-05-02,1,44
2022-07-13,2,88
2022-01-05,8,4
2022-01-29,9,36
2022-06-14,2,48
2022-12-05,7,14
2022-05-16,5,81
2022-12-31,3,49
2022-11-17,9,67
2022-12-08,6,87
2022-05-25,1,77
2022-11-23,5,9
2022-08-05,7,21
2022-10-28,4,72
2022-05-12,8,81
2022-10-19,10,16
2022-03-11,5,16
2022-09-09,9,28
2022-10-02,9,51
2022-12-30,9,56
2022-07-01,1,80
2022-06-16,2,57
2022-04-01,3,52
2022-07-21,4,46
2022-12-12,10,78
2022-01-19,9,38
2022-02-08,10,84
2022-05-06,6,48
2022-06-22,1,41
2022-05-21,9,98
2022-08-30,6,59
2022-08-08,4,93
2022-05-06,4,67
2022-02-27,3,74
2022-05-28,7,84
2022-11-13,3,66
2022-12-27,2,27
2022-01-01,10,32
2022-12-14,8,56
2022-07-09,4,10
2022-07-10,8,40
2022-11-08,1,17
2022-04-27,5,58
2022-05-14,9,97
2022-02-27,1,6
2022-02-13,4,39
2022-06-22,6,18
2022-06-09,10,73
2022-06-22,8,72
2022-11-13,3,89
2022-10-30,5,95
2022-05-29,7,42
2022-03-21,1,4
2022-08-01,7,20
2022-07-22,8,28
2022-09-09,8,40
2022-08-17,9,65
2022-06-13,6,44
2022-08-15,6,23
2022-05-27,2,57
2022-01-20,3,47
2022-02-16,4,13
2022-08-21,4,16
2022-11-01,8,90
2022-01-14,1,55
2022-05-23,10,95
2022-01-01,4,65
2022-02-23,4,81
2022-09-16,1,16
2022-05-24,3,37
2022-01-12,5,52
2022-11-26,6,10
2022-08-12,9,38
2022-09-29,9,44
2022-12-24,9,95
2022-06-05,1,74
2022-01-08,9,54
2022-05-02,8,98
2022-12-14,2,51
2022-06-13,1,52
2022-03-31,1,70
2022-05-16,6,92
2022-07-05,9,92
2022-11-12,7,59
2022-06-27,5,13
2022-01-28,2,41
2022-08-08,1,12
2022-12-23,2,50
2022-02-10,1,57
2022-08-16,3,50
2022-07-11,6,57
2022-05-25,8,54
2022-07-20,3,66
2022-07-31,10,8
2022-08-08,9,63
2022-08-28,10,9
2022-02-15,5,60
2022-02-04,7,63
2022-09-10,8,72
2022-03-23,3,3
2022-09-13,2,73
2022-07-16,2,13
2022-10-30,5,9
2022-01-10,1,95
2022-11-08,2,89
2022-10-13,9,52
2022-08-30,7,62
2022-09-08,6,8
2022-12-31,9,95
2022-01-05,7,45
2022-04-29,5,53
2022-10-16,9,63
2022-03-06,6,95
2022-05-26,6,81
2022-08-12,4,57
2022-08-27,1,54
2022-06-26,5,19
2022-09-24,9,67
2022-12-07,8,46
2022-10-09,8,94
2022-03-04,5,10
2022-08-05,9,93
2022-12-08,3,18
2022-11-11,3,12
2022-10-10,1,49
2022-06-26,9,23
2022-04-08,6,62
2022-04-15,2,11
2022-04-09,8,73
2022-11-07,9,56
2022-01-06,9,88
2022-07-16,2,89
2022-12-17,2,55
2022-05-13,7,25
2022-12-24,4,9
2022-09-16,1,12
2022-01-23,8,11
2022-02-22,2,38
2022-06-14,3,28
2022-07-21,5,8
2022-03-24,3,74
2022-05-25,7,89
2022-03-26,7,47
2022-03-19,2,36
2022-01-01,7,50
2022-02-20,6,9
2022-06-22,10,60
2022-07-24,9,72
2022-09-17,9,67
2022-10-15,2,53
2022-02-03,7,82
2022-12-14,5,99
2022-04-05,6,17
2022-03-13,1,100
2022-02-08,7,53
2022-06-03,6,28
2022-09-07,4,63
2022-06-11,1,15
2022-04-28,9,19
2022-09-16,4,86
2022-11-02,2,70
2022-09-25,8,47
2022-02-23,2,71
2022-08-24,5,48
2022-08-10,6,73
2022-09-08,8,20
2022-11-09,1,37
2022-04-22,1,75
2022-09-12,4,2
2022-10-30,5,64
2022-07-26,9,86
2022-08-17,7,36
2022-12-07,7,5
2022-03-07,8,64
2022-03-16,5,7
2022-04-13,5,70
2022-07-11,1,22
2022-09-09,9,74
2022-08-14,6,46
2022-10-21,9,40
2022-11-02,3,61
2022-04-08,5,46
2022-12-04,2,84
2022-10-13,10,28
2022-12-01,5,87
2022-12-13,8,35
2022-11-04,2,1
2022-09-06,8,29
2022-06-15,4,9
2022-12-01,10,9
2022-01-30,10,22
2022-09-04,1,63
2022-04-16,5,66
2022-02-20,1,80
2022-03-22,7,58
2022-05-13,8,70
2022-10-12,3,55
2022-05-18,3,13
2022-07-03,7,97
2022-11-26,4,19
2022-09-30,3,79
2022-12-06,8,33
2022-03-10,3,74
2022-02-03,7,65
2022-09-19,2,60
2022-02-22,1,12
2022-07-24,6,43
2022-05-06,8,93
2022-08-23,1,17
2022-02-12,10,68
2022-08-28,9,29
2022-04-21,3,55
2022-09-06,3,7
2022-05-31,4,44
2022-07-02,1,77
2022-12-02,9,5
2022-04-05,3,60
2022-01-08,10,6
2022-12-26,4,98
2022-07-03,1,7
2022-10-08,4,46
2022-07-14,1,57
2022-12-18,5,54
2022-07-14,5,92
2022-06-04,7,46
2022-04-03,8,10
2022-06-09,4,4
2022-03-02,7,67
2022-05-02,4,25
2022-02-20,3,87
2022-10-04,6,91
2022-01-05,4,78
2022-04-02,3,61
2022-06-19,9,38
2022-11-13,5,32
2022-01-22,7,23
2022-11-22,6,37
2022-01-01,10,3
2022-05-13,5,99
2022-08-21,7,13
2022-01-12,6,34
2022-12-12,10,88
2022-02-15,2,65
2022-02-03,3,76
2022-03-19,2,8
2022-08-06,3,83
2022-10-28,1,9
2022-03-14,8,28
2022-10-09,6,78
2022-09-06,2,91
2022-02-16,8,18
2022-05-01,6,42
2022-08-02,7,41
2022-08-27,1,70
2022-02-25,7,33
2022-12-16,3,89
2022-04-17,8,77
2022-11-15,6,54
2022-02-17,4,87
2022-03-02,8,36
2022-12-03,9,97
2022-01-26,10,85
2022-10-19,2,98
2022-09-14,6,56
2022-01-08,5,100
2022-04-23,5,17
2022-12-21,10,10
2022-09-10,3,87
2022-06-29,8,44
2022-07-26,8,2
2022-10-30,5,99
2022-05-07,8,14
2022-02-25,10,41
2022-08-02,8,2
2022-01-14,3,19
2022-01-28,2,80
2022-03-19,9,89
2022-08-04,2,1
2022-12-31,9,2
2022-06-03,4,27
2022-01-14,2,2
2022-07-06,10,94
2022-11-08,1,51
2022-01-07,4,10
2022-01-03,9,19
2022-04-21,9,80
2022-08-26,4,13
2022-12-29,9,48
2022-08-27,6,56
2022-10-01,1,72
2022-10-21,10,56
2022-08-15,6,50
2022-01-15,9,95
2022-07-11,2,45
2022-04-29,6,89
2022-01-28,2,59
2022-07-21,4,39
2022-02-08,8,21
2022-09-30,7,55
2022-08-19,9,57
2022-03-27,7,41
2022-05-06,1,93
2022-10-27,2,70
2022-01-25,6,82
2022-05-25,7,49
2022-01-13,3,44
2022-07-31,9,35
2022-01-25,7,91
2022-03-09,6,5
2022-03-08,6,71
2022-08-21,1,74
2022-04-19,5,74
2022-05-26,10,51
2022-04-21,3,57
2022-08-16,7,58
2022-04-21,10,92
2022-02-03,3,36
2022-04-21,5,10
2022-09-21,7,50
2022-08-24,3,99
2022-03-24,10,99
2022-02-11,2,37
2022-04-11,6,20
2022-01-06,8,13
2022-06-29,4,75
2022-10-09,9,19
2022-11-16,8,92
2022-08-14,7,56
2022-11-11,7,45
2022-12-31,3,60
2022-08-17,6,68
2022-10-16,5,57
2022-05-30,1,54
2022-10-04,3,37
2022-07-17,1,83
2022-03-11,4,37
2022-04-22,10,14
2022-01-04,3,95
2022-12-16,4,92
2022-11-27,9,100
2022-11-14,3,44
2022-12-16,6,83
2022-04-05,6,42
2022-06-01,7,1
2022-11-07,9,23
2022-05-17,7,64
2022-09-04,1,28
2022-08-31,8,4
2022-01-31,5,41
2022-02-09,9,60
2022-08-17,10,18
2022-02-05,5,63
2022-08-11,5,61
2022-01-06,2,49
2022-11-18,3,47
2022-08-08,10,39
2022-03-16,9,89
2022-01-04,7,82
2022-12-01,1,6
2022-05-14,3,83
2022-04-28,2,53
2022-04-04,1,76
2022-03-03,9,25
2022-07-13,8,99
2022-12-01,5,65
2022-07-22,2,5
2022-01-26,1,65
2022-06-22,7,8
2022-10-27,2,39
2022-05-13,1,43
2022-11-22,2,82
2022-04-28,7,73
2022-11-20,7,5
2022-10-02,10,4
2022-07-31,6,93
2022-08-13,5,1
2022-01-20,3,94
2022-04-23,3,56
2022-05-20,9,45
2022-02-16,4,65
2022-01-01,9,3
2022-03-31,4,22
2022-05-22,2,72
2022-11-16,4,56
2022-02-07,6,18
2022-10-20,6,25
2022-05-19,5,48
2022-12-22,1,84
2022-11-29,3,31
2022-09-16,5,30
2022-06-10,6,80
2022-06-27,1,66
2022-01-10,9,81
2022-09-18,3,10
2022-05-18,10,71
2022-06-21,3,59
2022-01-13,2,51
2022-06-17,8,9
2022-05-10,3,54
2022-03-25,6,62
2022-11-17,2,81
2022-11-15,7,9
2022-04-11,4,9
2022-11-25,9,24
2022-09-30,10,39
2022-09-22,9,75
2022-02-07,7,8
2022-04-04,8,25
2022-04-05,3,66
2022-11-01,5,10
2022-03-10,2,24
2022-11-14,10,80
2022-08-24,7,83
2022-11-30,8,59
2022-05-17,9,31
2022-03-17,7,11
2022-02-04,10,6
2022-01-01,10,70
2022-10-23,8,32
2022-11-16,9,39
2022-03-01,6,48
2022-11-16,10,13
2022-12-15,2,59
2022-11-24,2,67
2022-09-24,4,56
2022-12-27,9,41
2022-08-17,7,56
2022-09-27,2,35
2022-11-12,8,38
2022-10-13,7,81
2022-10-18,9,67
2022-08-01,8,34
2022-06-14,3,76
2022-01-05,1,88
2022-12-05,2,70
2022-03-19,2,11
2022-03-03,4,27
2022-05-12,6,48
2022-03-30,4,24
2022-08-25,9,18
2022-02-11,4,27
2022-03-30,6,54
2022-10-23,6,55
2022-11-24,10,21
2022-10-22,10,59
2022-04-14,1,34
2022-01-14,8,97
2022-10-15,3,58
2022-06-28,6,48
2022-05-05,3,54
2022-12-19,2,18
2022-01-23,5,3
2022-03-04,1,24
2022-05-23,9,1
2022-06-02,7,6
2022-05-25,3,19
2022-08-13,4,86
2022-11-05,6,43
2022-04-14,3,8
2022-04-14,7,69
2022-02-08,6,52
2022-07-17,9,73
2022-05-14,5,47
2022-03-08,4,85
2022-06-28,3,28
2022-02-11,10,46
2022-01-15,1,4
2022-04-21,3,88
2022-06-06,3,8
2022-10-16,7,61
2022-08-19,7,17
2022-06-06,1,34
2022-02-07,3,20
2022-04-07,8,80
2022-10-16,9,74
2022-09-11,7,34
2022-07-15,7,43
2022-03-27,8,10
2022-11-18,6,94
2022-01-10,3,30
2022-01-05,1,25
2022-05-03,7,57
2022-11-26,1,63
2022-12-19,1,71
2022-04-28,9,47
2022-10-21,10,84
2022-06-08,7,81
2022-10-30,4,3
2022-08-16,6,46
2022-12-31,1,36
2022-08-04,7,26
2022-07-03,6,10
2022-01-15,4,34
2022-06-06,7,78
2022-05-16,3,8
2022-09-18,1,55
2022-06-06,4,91
2022-02-16,3,10
2022-11-20,1,57
2022-11-28,2,79
2022-06-22,5,86
2022-05-10,8,45
2022-04-05,1,50
2022-04-25,4,64
2022-08-31,4,95
2022-10-19,5,2
2022-10-09,7,45
2022-10-26,8,95
2022-10-10,6,62
2022-03-10,1,14
2022-05-28,7,74
2022-01-11,3,94
2022-09-11,6,100
2022-11-26,8,15
2022-12-26,7,14
2022-02-07,10,31
2022-05-14,6,29
2022-07-19,9,27
2022-01-23,9,85
2022-10-30,1,9
2022-12-12,1,20
2022-10-29,1,99
2022-12-29,8,58
2022-08-06,10,79
2022-05-21,7,88
2022-04-14,3,49
2022-07-29,2,57
2022-04-21,4,16
2022-04-14,3,100
2022-11-12,7,75
2022-06-20,10,8
2022-12-22,8,67
2022-11-20,6,19
2022-05-13,3,67
2022-10-20,6,36
2022-11-24,2,89
2022-05-07,7,60
2022-04-16,10,36
2022-04-02,7,11
2022-10-14,4,51
2022-02-20,8,80
2022-01-29,4,55
2022-10-23,7,54
2022-10-24,4,17
2022-08-02,5,62
2022-09-24,7,42
2022-09-14,10,24
2022-10-29,3,17
2022-04-11,10,48
2022-12-12,5,84
2022-04-20,3,86
2022-07-01,5,70
2022-11-09,3,7
2022-01-01,10,14
2022-11-15,7,11
2022-02-24,1,12
2022-05-29,9,5
2022-11-05,9,5
2022-05-17,5,20
2022-07-21,9,54
2022-11-09,10,55
2022-04-27,6,58
2022-06-03,5,79
2022-10-18,3,90
2022-03-04,8,97
2022-09-01,4,30
2022-01-25,10,24
2022-03-31,3,87
2022-03-16,6,73
2022-10-21,8,3
2022-07-29,9,100
2022-12-13,6,48
2022-01-17,5,71
2022-05-08,2,22
2022-12-30,2,14
2022-09-08,9,48
2022-06-28,2,29
2022-07-01,2,50
2022-06-01,3,80
2022-01-25,3,98
2022-06-29,4,10
2022-07-17,7,71
2022-12-10,9,89
2022-06-10,2,27
2022-06-26,4,79
2022-10-12,9,96
2022-03-04,2,28
2022-05-30,10,9
2022-06-03,1,71
2022-06-05,10,80
2022-02-18,8,26
2022-12-03,9,99
2022-03-25,7,81
2022-12-27,8,87
2022-06-26,4,8
2022-05-28,4,2
2022-04-28,2,95
2022-12-08,8,57
2022-03-04,2,52
2022-07-08,9,58
2022-12-26,4,96
2022-02-18,1,93
2022-11-23,4,3
2022-09-14,3,8
2022-08-12,6,59
2022-05-21,7,2
2022-08-03,8,95
2022-07-30,2,62
2022-11-14,6,49
2022-02-01,6,20
2022-06-07,10,29
2022-10-12,5,17
2022-11-01,10,74
2022-10-13,10,22
2022-05-24,7,6
2022-01-19,3,62
2022-01-18,4,98
2022-09-14,10,31
2022-03-19,9,62
2022-06-24,4,12
2022-07-13,3,12
2022-04-23,2,63
2022-04-24,5,16
2022-08-10,4,25
2022-06-15,8,22
2022-11-15,7,91
2022-05-12,6,88
2022-09-21,2,76
2022-02-24,3,18
2022-12-25,10,45
2022-05-11,9,80
2022-10-15,9,68
2022-09-23,5,12
2022-06-11,3,49
2022-03-28,2,33
2022-02-24,8,86
2022-10-15,6,63
2022-06-27,10,18
2022-12-15,7,54
2022-01-08,1,97
2022-11-17,1,27
2022-11-09,10,83
2022-09-04,2,78
2022-11-19,10,25
2022-09-12,3,34
2022-11-24,1,88
2022-02-23,5,60
2022-09-06,3,54
2022-08-27,1,87
2022-08-17,8,5
2022-03-08,6,36
2022-02-20,9,54
2022-04-07,3,88
2022-04-02,9,36
2022-09-21,9,69
2022-10-18,1,39
2022-04-06,3,70
2022-03-29,6,100
2022-03-19,8,4
